AAPL
1594906200001227922
23400
0, 0, 0
3865350, 0, 0
3864600, 0, 0
3862850, 0, 0
3862850, 0, 0
3862850, 0, 0
3862850, 2650000, 4019900
3862850, 3500000, 4019900
3862850, 3500000, 4019900
3870200, 3500000, 4019900
3870200, 3500000, 4019900
3869000, 3500000, 4019900
3870600, 3500000, 4019900
3871700, 3500000, 4019900
3871700, 3500000, 4019900
3873550, 3500000, 4019900
3873550, 3500000, 4019900
3873550, 3500000, 4019900
3877600, 3500000, 4019900
3877600, 3500000, 4019900
3878700, 3500000, 4019900
3878800, 3500000, 4019900
3878700, 3500000, 4019900
3878500, 3500000, 4019900
3878500, 3500000, 4019900
3878900, 3500000, 4019900
3878900, 3500000, 4019900
3878900, 3500000, 4019900
3879400, 3500000, 4019900
3879400, 3500000, 4019900
3879400, 3500000, 4019900
3879400, 3500000, 4019900
3883300, 3500000, 4019900
3883300, 3500000, 4019900
3883300, 3500000, 4019900
3882900, 3500000, 4019900
3882900, 3500000, 4019900
3882900, 3500000, 4019900
3882900, 3500000, 4019900
3882900, 3500000, 4019900
3884100, 3500000, 4019900
3884100, 3500000, 4019900
3884100, 3500000, 4019900
3884100, 3500000, 4019900
3884100, 3500000, 4019900
3884100, 3500000, 4019900
3884100, 3500000, 4019900
3884100, 3500000, 4019900
3884100, 3500000, 4019900
3884100, 3500000, 4019900
3884100, 3500000, 4019900
3884100, 3500000, 4019900
3884100, 3500000, 4019900
3884100, 3500000, 4019900
3887700, 3500000, 4019900
3887700, 3500000, 4019900
3887700, 3500000, 4019900
3888900, 3500000, 4019900
3889000, 3500000, 4019900
3889000, 3500000, 4019900
3889000, 3500000, 4019900
3889000, 3500000, 4019900
3889000, 3500000, 4019900
3889000, 3500000, 4019900
3889000, 3500000, 4019900
3889000, 3500000, 4019900
3891300, 3500000, 4019900
3891300, 3500000, 4019900
3891300, 3500000, 4019900
3889050, 3500000, 4019900
3889050, 3500000, 4019900
3889050, 3500000, 4019900
3889050, 3500000, 4019900
3889050, 3500000, 4019900
3889050, 3500000, 4019900
3889050, 3500000, 4019900
3889050, 3500000, 4019900
3889050, 3500000, 4019900
3889050, 3500000, 4019900
3889050, 3500000, 4019900
3889050, 3500000, 4019900
3889050, 3500000, 4019900
3889050, 3500000, 4019900
3889050, 3500000, 4019900
3889050, 3500000, 4019900
3889050, 3500000, 4019900
3889050, 3500000, 4019900
3889050, 3500000, 4019900
3889050, 3500000, 4019900
3889050, 3500000, 4019900
3889050, 3500000, 4019900
3889050, 3500000, 4019900
3883650, 3500000, 4019900
3882050, 3500000, 4019900
3881500, 3500000, 4019900
3881500, 3500000, 4019900
3881500, 3500000, 4019900
3881500, 3500000, 4019900
3881500, 3500000, 4019900
3881500, 3500000, 4019900
3881500, 3500000, 4019900
3881500, 3500000, 4019900
3881500, 3500000, 4019900
3881500, 3500000, 4019900
3881500, 3500000, 4019900
3881500, 3500000, 4019900
3881500, 3500000, 4019900
3881500, 3500000, 4019900
3881500, 3500000, 4019900
3880100, 3500000, 4019900
3880100, 3500000, 4019900
3880100, 3500000, 4019900
3880100, 3500000, 4019900
3880100, 3500000, 4019900
3880100, 3500000, 4019900
3880100, 3500000, 4019900
3880100, 3500000, 4019900
