GOOGL
1594906200001227922
23400
0, 0, 0
0, 0, 0
0, 12500000, 16566900
0, 12500000, 16566900
0, 12500000, 16566900
0, 12500000, 16566900
0, 12500000, 15049700
15031500, 12500000, 15049700
15031500, 12500000, 15049700
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15031500, 12500000, 16566900
15076500, 12500000, 16566900
15076500, 12500000, 16566900
15076500, 12500000, 16566900
15076500, 12500000, 16566900
15076500, 12500000, 16566900
15076500, 12500000, 16566900
15076500, 12500000, 16566900
15076500, 12500000, 16566900
15076500, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
15061300, 12500000, 16566900
